id,name,state,pop
20107,Linn County,Kansas,9516
20109,Logan County,Kansas,2798
20111,Lyon County,Kansas,33510
20113,McPherson County,Kansas,29569
20115,Marion County,Kansas,12219
20117,Marshall County,Kansas,10002
20119,Meade County,Kansas,4343
20121,Miami County,Kansas,32835
20123,Mitchell County,Kansas,6378
20125,Montgomery County,Kansas,34292
20127,Morris County,Kansas,5741
20129,Morton County,Kansas,3143
20131,Nemaha County,Kansas,10161
20133,Neosho County,Kansas,16430
20135,Ness County,Kansas,3073
20137,Norton County,Kansas,5622
20139,Osage County,Kansas,16142
20141,Osborne County,Kansas,3818
20143,Ottawa County,Kansas,6042
20145,Pawnee County,Kansas,6971
20147,Phillips County,Kansas,5540
20149,Pottawatomie County,Kansas,22691
20151,Pratt County,Kansas,9878
20153,Rawlins County,Kansas,2589
20155,Reno County,Kansas,64190
20157,Republic County,Kansas,4820
20159,Rice County,Kansas,10011
20161,Riley County,Kansas,75394
20163,Rooks County,Kansas,5190
20165,Rush County,Kansas,3186
20167,Russell County,Kansas,6933
20169,Saline County,Kansas,55740
20171,Scott County,Kansas,5035
20173,Sedgwick County,Kansas,505415
20175,Seward County,Kansas,23390
20177,Shawnee County,Kansas,178831
20179,Sheridan County,Kansas,2553
20181,Sherman County,Kansas,6115
20183,Smith County,Kansas,3706
20185,Stafford County,Kansas,4359
20187,Stanton County,Kansas,2194
20189,Stevens County,Kansas,5816
20191,Sumner County,Kansas,23591
20193,Thomas County,Kansas,7948
20195,Trego County,Kansas,2980
20197,Wabaunsee County,Kansas,7051
20199,Wallace County,Kansas,1569
20201,Washington County,Kansas,5629
20203,Wichita County,Kansas,2192
20205,Wilson County,Kansas,9105
20207,Woodson County,Kansas,3221
20209,Wyandotte County,Kansas,160384
21001,Adair County,Kentucky,18732
21003,Allen County,Kentucky,20311
21005,Anderson County,Kentucky,21811
21007,Ballard County,Kentucky,8332
21009,Barren County,Kentucky,43027
21011,Bath County,Kentucky,11961
21013,Bell County,Kentucky,27885
21015,Boone County,Kentucky,124442
21017,Bourbon County,Kentucky,19998
21019,Boyd County,Kentucky,48886
21021,Boyle County,Kentucky,29013
21023,Bracken County,Kentucky,8416
21025,Breathitt County,Kentucky,13545
21027,Breckinridge County,Kentucky,20040
21029,Bullitt County,Kentucky,76854
21031,Butler County,Kentucky,12793
21033,Caldwell County,Kentucky,12823
21035,Calloway County,Kentucky,37657
21037,Campbell County,Kentucky,90988
21039,Carlisle County,Kentucky,5001
21041,Carroll County,Kentucky,10953
21043,Carter County,Kentucky,27202
21045,Casey County,Kentucky,16067
21047,Christian County,Kentucky,74167
21049,Clark County,Kentucky,35614
21051,Clay County,Kentucky,21364
21053,Clinton County,Kentucky,10146
21055,Crittenden County,Kentucky,9255
21057,Cumberland County,Kentucky,6789
21059,Daviess County,Kentucky,98218
21061,Edmonson County,Kentucky,12062
21063,Elliott County,Kentucky,7637
21065,Estill County,Kentucky,14488
21067,Fayette County,Kentucky,308428
21069,Fleming County,Kentucky,14508
21071,Floyd County,Kentucky,38728
21073,Franklin County,Kentucky,49648
21075,Fulton County,Kentucky,6385
21077,Gallatin County,Kentucky,8474
21079,Garrard County,Kentucky,16915
21081,Grant County,Kentucky,24753
21083,Graves County,Kentucky,37451
21085,Grayson County,Kentucky,25997
21087,Green County,Kentucky,11180
21089,Greenup County,Kentucky,36519
21091,Hancock County,Kentucky,8687
21093,Hardin County,Kentucky,108191
21095,Harlan County,Kentucky,28499
21097,Harrison County,Kentucky,18518
21099,Hart County,Kentucky,18573
21101,Henderson County,Kentucky,46347
21103,Henry County,Kentucky,15445
21105,Hickman County,Kentucky,4745
21107,Hopkins County,Kentucky,46634
21109,Jackson County,Kentucky,13427
21111,Jefferson County,Kentucky,756832
21113,Jessamine County,Kentucky,50173
21115,Johnson County,Kentucky,23449
21117,Kenton County,Kentucky,163145
21119,Knott County,Kentucky,15976
21121,Knox County,Kentucky,31790
21123,LaRue County,Kentucky,14064
21125,Laurel County,Kentucky,59563
21127,Lawrence County,Kentucky,15856
21129,Lee County,Kentucky,7260
21131,Leslie County,Kentucky,11019
21133,Letcher County,Kentucky,23619
21135,Lewis County,Kentucky,13806
21137,Lincoln County,Kentucky,24370
21139,Livingston County,Kentucky,9359
21141,Logan County,Kentucky,26876
21143,Lyon County,Kentucky,8451
21145,McCracken County,Kentucky,65373
21147,McCreary County,Kentucky,17989
21149,McLean County,Kentucky,9496
21151,Madison County,Kentucky,85590
21153,Magoffin County,Kentucky,12950
21155,Marion County,Kentucky,20045
21157,Marshall County,Kentucky,31107
21159,Martin County,Kentucky,12647
21161,Mason County,Kentucky,17278
21163,Meade County,Kentucky,29210
21165,Menifee County,Kentucky,6288
21167,Mercer County,Kentucky,21349
21169,Metcalfe County,Kentucky,9983
21171,Monroe County,Kentucky,10681
21173,Montgomery County,Kentucky,27251
21175,Morgan County,Kentucky,13380
21177,Muhlenberg County,Kentucky,31179
21179,Nelson County,Kentucky,44540
21181,Nicholas County,Kentucky,7039
21183,Ohio County,Kentucky,23988
21185,Oldham County,Kentucky,62364
21187,Owen County,Kentucky,10662
21189,Owsley County,Kentucky,4654
21191,Pendleton County,Kentucky,14570
21193,Perry County,Kentucky,28010
21195,Pike County,Kentucky,63380
21197,Powell County,Kentucky,12494
21199,Pulaski County,Kentucky,63907
21201,Robertson County,Kentucky,2235
21203,Rockcastle County,Kentucky,16693
21205,Rowan County,Kentucky,23527
21207,Russell County,Kentucky,17752
21209,Scott County,Kentucky,49947
21211,Shelby County,Kentucky,44216
21213,Simpson County,Kentucky,17793
21215,Spencer County,Kentucky,17637
21217,Taylor County,Kentucky,24649
21219,Todd County,Kentucky,12503
21221,Trigg County,Kentucky,14293
21223,Trimble County,Kentucky,8816
21225,Union County,Kentucky,15029
21227,Warren County,Kentucky,118370
21229,Washington County,Kentucky,11875
21231,Wayne County,Kentucky,20678
21233,Webster County,Kentucky,13452
21235,Whitley County,Kentucky,35766
21237,Wolfe County,Kentucky,7248
21239,Woodford County,Kentucky,25275
22001,Acadia Parish,Louisiana,62204
22003,Allen Parish,Louisiana,25537
22005,Ascension Parish,Louisiana,114393
22007,Assumption Parish,Louisiana,23187
22009,Avoyelles Parish,Louisiana,41299
22011,Beauregard Parish,Louisiana,36167
22013,Bienville Parish,Louisiana,13981
22015,Bossier Parish,Louisiana,123823
22017,Caddo Parish,Louisiana,254887
22019,Calcasieu Parish,Louisiana,195296
22021,Caldwell Parish,Louisiana,9989
22023,Cameron Parish,Louisiana,6744
22025,Catahoula Parish,Louisiana,10238
22027,Claiborne Parish,Louisiana,16650
22029,Concordia Parish,Louisiana,20442
22031,De Soto Parish,Louisiana,27083
22033,East Baton Rouge Parish,Louisiana,445227
22035,East Carroll Parish,Louisiana,7529
22037,East Feliciana Parish,Louisiana,19728
22039,Evangeline Parish,Louisiana,33578
22041,Franklin Parish,Louisiana,20571
22043,Grant Parish,Louisiana,22030
22045,Iberia Parish,Louisiana,73878
22047,Iberville Parish,Louisiana,33367
22049,Jackson Parish,Louisiana,16112
22051,Jefferson Parish,Louisiana,434767
22053,Jefferson Davis Parish,Louisiana,31301
22055,Lafayette Parish,Louisiana,230845
22057,Lafourche Parish,Louisiana,97141
22059,LaSalle Parish,Louisiana,14777
22061,Lincoln Parish,Louisiana,47414
22063,Livingston Parish,Louisiana,134053
22065,Madison Parish,Louisiana,11927
22067,Morehouse Parish,Louisiana,27057
22069,Natchitoches Parish,Louisiana,39138
22071,Orleans Parish,Louisiana,378715
22073,Ouachita Parish,Louisiana,156220
22075,Plaquemines Parish,Louisiana,23550
22077,Pointe Coupee Parish,Louisiana,22499
22079,Rapides Parish,Louisiana,132723
22081,Red River Parish,Louisiana,8894
22083,Richland Parish,Louisiana,20857
22085,Sabine Parish,Louisiana,24235
22087,St. Bernard Parish,Louisiana,43482
22089,St. Charles Parish,Louisiana,52617
22091,St. Helena Parish,Louisiana,10875
22093,St. James Parish,Louisiana,21752
22095,St. John the Baptist Parish,Louisiana,43761
22097,St. Landry Parish,Louisiana,83454
22099,St. Martin Parish,Louisiana,52936
22101,St. Mary Parish,Louisiana,53543
22103,St. Tammany Parish,Louisiana,242333
22105,Tangipahoa Parish,Louisiana,125412
22107,Tensas Parish,Louisiana,4908
22109,Terrebonne Parish,Louisiana,112749
22111,Union Parish,Louisiana,22344
22113,Vermilion Parish,Louisiana,59253
22115,Vernon Parish,Louisiana,52606
22117,Washington Parish,Louisiana,46419
22119,Webster Parish,Louisiana,40678
22121,West Baton Rouge Parish,Louisiana,24573
22123,West Carroll Parish,Louisiana,11465
22125,West Feliciana Parish,Louisiana,15444
22127,Winn Parish,Louisiana,14813
23001,Androscoggin County,Maine,107604
23003,Aroostook County,Maine,70055
23005,Cumberland County,Maine,285456
23007,Franklin County,Maine,30495
23009,Hancock County,Maine,54845
23011,Kennebec County,Maine,121164
23013,Knox County,Maine,39550
23015,Lincoln County,Maine,34088
23017,Oxford County,Maine,57277
23019,Penobscot County,Maine,153364
23021,Piscataquis County,Maine,17124
23023,Sagadahoc County,Maine,35013
23025,Somerset County,Maine,51706
23027,Waldo County,Maine,38940
23029,Washington County,Maine,32190
23031,York County,Maine,199431
24001,Allegany County,Maryland,73521
24003,Anne Arundel County,Maryland,555743
24005,Baltimore County,Maryland,823015
24009,Calvert County,Maryland,90484
24011,Caroline County,Maryland,32693
24013,Carroll County,Maryland,167564
24015,Cecil County,Maryland,101913
24017,Charles County,Maryland,152864
24019,Dorchester County,Maryland,32660
24021,Frederick County,Maryland,241409
24023,Garrett County,Maryland,29889
24025,Harford County,Maryland,249215
24027,Howard County,Maryland,304580
24029,Kent County,Maryland,19944
24031,Montgomery County,Maryland,1016677
24033,Prince George's County,Maryland,890081
24035,Queen Anne's County,Maryland,48517
24037,St. Mary's County,Maryland,109633
24039,Somerset County,Maryland,26273
24041,Talbot County,Maryland,37931
24043,Washington County,Maryland,149588
24045,Wicomico County,Maryland,100896
24047,Worcester County,Maryland,51620
24510,"Baltimore, City of[16]",Maryland,622104
25001,Barnstable County,Massachusetts,214990
25003,Berkshire County[13],Massachusetts,129585
25005,Bristol County,Massachusetts,552780
25007,Dukes County,Massachusetts,17256
25009,Essex County[13],Massachusetts,762550
25011,Franklin County[13],Massachusetts,71221
25013,Hampden County[13],Massachusetts,467319
25015,Hampshire County[13],Massachusetts,159596
25017,Middlesex County[13],Massachusetts,1552802
25019,"Nantucket, Town and County of[17]",Massachusetts,10399
25021,Norfolk County,Massachusetts,687802
25023,Plymouth County,Massachusetts,501915
25025,Suffolk County[13],Massachusetts,755503
25027,Worcester County[13],Massachusetts,809106
26001,Alcona County,Michigan,10578
26003,Alger County,Michigan,9522
26005,Allegan County,Michigan,112531
26007,Alpena County,Michigan,29091
26009,Antrim County,Michigan,23370
26011,Arenac County,Michigan,15487
26013,Baraga County,Michigan,8695
26015,Barry County,Michigan,59097
26017,Bay County,Michigan,106832
26019,Benzie County,Michigan,17428
26021,Berrien County,Michigan,155252
26023,Branch County,Michigan,43649
26025,Calhoun County,Michigan,135012
26027,Cass County,Michigan,51910
26029,Charlevoix County,Michigan,26129
26031,Cheboygan County,Michigan,25726
26033,Chippewa County,Michigan,38696
26035,Clare County,Michigan,30569
26037,Clinton County,Michigan,76739
26039,Crawford County,Michigan,13904
26041,Delta County,Michigan,36905
26043,Dickinson County,Michigan,26098
26045,Eaton County,Michigan,108348
26047,Emmet County,Michigan,33140
26049,Genesee County,Michigan,415376
26051,Gladwin County,Michigan,25493
26053,Gogebic County,Michigan,15916
26055,Grand Traverse County,Michigan,89987
26057,Gratiot County,Michigan,41968
26059,Hillsdale County,Michigan,46101
26061,Houghton County,Michigan,36225
26063,Huron County,Michigan,32224
26065,Ingham County,Michigan,282234
26067,Ionia County,Michigan,64073
26069,Iosco County,Michigan,25429
26071,Iron County,Michigan,11516
26073,Isabella County,Michigan,70436
26075,Jackson County,Michigan,160369
26077,Kalamazoo County,Michigan,256725
26079,Kalkaska County,Michigan,17196
26081,Kent County,Michigan,621700
26083,Keweenaw County,Michigan,2191
26085,Lake County,Michigan,11386
26087,Lapeer County,Michigan,88389
26089,Leelanau County,Michigan,21747
26091,Lenawee County,Michigan,99188
26093,Livingston County,Michigan,184443
26095,Luce County,Michigan,6502
26097,Mackinac County,Michigan,11061
26099,Macomb County,Michigan,854769
26101,Manistee County,Michigan,24450
26103,Marquette County,Michigan,67700
26105,Mason County,Michigan,28605
26107,Mecosta County,Michigan,43108
26109,Menominee County,Michigan,23791
26111,Midland County,Michigan,83919
26113,Missaukee County,Michigan,15051
26115,Monroe County,Michigan,150376
26117,Montcalm County,Michigan,63105
26119,Montmorency County,Michigan,9350
26121,Muskegon County,Michigan,171008
26123,Newaygo County,Michigan,48001
26125,Oakland County,Michigan,1231640
26127,Oceana County,Michigan,26245
26129,Ogemaw County,Michigan,21234
26131,Ontonagon County,Michigan,6322
26133,Osceola County,Michigan,23259
26135,Oscoda County,Michigan,8379
26137,Otsego County,Michigan,24129
26139,Ottawa County,Michigan,272701
26141,Presque Isle County,Michigan,13062
26143,Roscommon County,Michigan,24014
26145,Saginaw County,Michigan,196542
26147,St. Clair County,Michigan,160469
26149,St. Joseph County,Michigan,60964
26151,Sanilac County,Michigan,41823
26153,Schoolcraft County,Michigan,8247
26155,Shiawassee County,Michigan,68900
26157,Tuscola County,Michigan,54263
26159,Van Buren County,Michigan,75455
26161,Washtenaw County,Michigan,354240
26163,Wayne County,Michigan,1775273
26165,Wexford County,Michigan,32645
27001,Aitkin County,Minnesota,15742
27003,Anoka County,Minnesota,339534
27005,Becker County,Minnesota,33231
27007,Beltrami County,Minnesota,45670
27009,Benton County,Minnesota,39214
27011,Big Stone County,Minnesota,5122
27013,Blue Earth County,Minnesota,65528
27015,Brown County,Minnesota,25332
27017,Carlton County,Minnesota,35460
27019,Carver County,Minnesota,95562
27021,Cass County,Minnesota,28555
27023,Chippewa County,Minnesota,12093
27025,Chisago County,Minnesota,53761
27027,Clay County,Minnesota,60661
27029,Clearwater County,Minnesota,8838
27031,Cook County,Minnesota,5200
27033,Cottonwood County,Minnesota,11616
27035,Crow Wing County,Minnesota,63208
27037,Dakota County,Minnesota,408509
27039,Dodge County,Minnesota,20349
27041,Douglas County,Minnesota,36545
27043,Faribault County,Minnesota,14191
27045,Fillmore County,Minnesota,20835
27047,Freeborn County,Minnesota,30948
27049,Goodhue County,Minnesota,46464
27051,Grant County,Minnesota,5989
27053,Hennepin County,Minnesota,1198778
27055,Houston County,Minnesota,18799
27057,Hubbard County,Minnesota,20658
27059,Isanti County,Minnesota,38204
27061,Itasca County,Minnesota,45564
27063,Jackson County,Minnesota,10260
27065,Kanabec County,Minnesota,15996
27067,Kandiyohi County,Minnesota,42410
27069,Kittson County,Minnesota,4503
27071,Koochiching County,Minnesota,13206
27073,Lac qui Parle County,Minnesota,7027
27075,Lake County,Minnesota,10777
27077,Lake of the Woods County,Minnesota,3929
27079,Le Sueur County,Minnesota,27810
27081,Lincoln County,Minnesota,5830
27083,Lyon County,Minnesota,25487
27085,McLeod County,Minnesota,35918
27087,Mahnomen County,Minnesota,5532
27089,Marshall County,Minnesota,9425
27091,Martin County,Minnesota,20422
27093,Meeker County,Minnesota,23119
27095,Mille Lacs County,Minnesota,25833
27097,Morrison County,Minnesota,32872
27099,Mower County,Minnesota,39327
27101,Murray County,Minnesota,8533
27103,Nicollet County,Minnesota,33032
27105,Nobles County,Minnesota,21617
27107,Norman County,Minnesota,6631
27109,Olmsted County,Minnesota,149226
27111,Otter Tail County,Minnesota,57581
27113,Pennington County,Minnesota,14118
27115,Pine County,Minnesota,29104
27117,Pipestone County,Minnesota,9270
27119,Polk County,Minnesota,31569
27121,Pope County,Minnesota,10932
27123,Ramsey County,Minnesota,526714
27125,Red Lake County,Minnesota,4057
27127,Redwood County,Minnesota,15744
27129,Renville County,Minnesota,15166
27131,Rice County,Minnesota,65049
27133,Rock County,Minnesota,9520
27135,Roseau County,Minnesota,15520
27137,St. Louis County,Minnesota,200540
27139,Scott County,Minnesota,137232
27141,Sherburne County,Minnesota,90158
27143,Sibley County,Minnesota,15072
27145,Stearns County,Minnesota,152092
27147,Steele County,Minnesota,36465
27149,Stevens County,Minnesota,9735
27151,Swift County,Minnesota,9546
27153,Todd County,Minnesota,24382
27155,Traverse County,Minnesota,3445
27157,Wabasha County,Minnesota,21443
27159,Wadena County,Minnesota,13804
27161,Waseca County,Minnesota,19098
27163,Washington County,Minnesota,246603
27165,Watonwan County,Minnesota,11137
27167,Wilkin County,Minnesota,6557
27169,Winona County,Minnesota,51232
27171,Wright County,Minnesota,128470
27173,Yellow Medicine County,Minnesota,10143
28001,Adams County,Mississippi,32090
28003,Alcorn County,Mississippi,37316
28005,Amite County,Mississippi,12899
28007,Attala County,Mississippi,19317
28009,Benton County,Mississippi,8571
28011,Bolivar County,Mississippi,34049
28013,Calhoun County,Mississippi,14734
28015,Carroll County,Mississippi,10385
28017,Chickasaw County,Mississippi,17311
28019,Choctaw County,Mississippi,8371
28021,Claiborne County,Mississippi,9253
28023,Clarke County,Mississippi,16415
28025,Clay County,Mississippi,20408
28027,Coahoma County,Mississippi,25182
28029,Copiah County,Mississippi,28921
28031,Covington County,Mississippi,19423
28033,DeSoto County,Mississippi,168240
28035,Forrest County,Mississippi,77059
28037,Franklin County,Mississippi,7931
28039,George County,Mississippi,23159
28041,Greene County,Mississippi,14244
28043,Grenada County,Mississippi,21612
28045,Hancock County,Mississippi,45566
28047,Harrison County,Mississippi,196500
28049,Hinds County,Mississippi,244899
28051,Holmes County,Mississippi,18428
28053,Humphreys County,Mississippi,8922
28055,Issaquena County,Mississippi,1395
28057,Itawamba County,Mississippi,23434
28059,Jackson County,Mississippi,140450
28061,Jasper County,Mississippi,16470
28063,Jefferson County,Mississippi,7629
28065,Jefferson Davis County,Mississippi,11948
28067,Jones County,Mississippi,68961
28069,Kemper County,Mississippi,10294
28071,Lafayette County,Mississippi,51318
28073,Lamar County,Mississippi,58801
28075,Lauderdale County,Mississippi,80254
28077,Lawrence County,Mississippi,12514
28079,Leake County,Mississippi,23389
28081,Lee County,Mississippi,85340
28083,Leflore County,Mississippi,31607
28085,Lincoln County,Mississippi,34810
28087,Lowndes County,Mississippi,59922
28089,Madison County,Mississippi,100412
28091,Marion County,Mississippi,26180
28093,Marshall County,Mississippi,36515
28095,Monroe County,Mississippi,36116
28097,Montgomery County,Mississippi,10553
28099,Neshoba County,Mississippi,29507
28101,Newton County,Mississippi,21689
28103,Noxubee County,Mississippi,11089
28105,Oktibbeha County,Mississippi,49043
28107,Panola County,Mississippi,34402
28109,Pearl River County,Mississippi,55072
28111,Perry County,Mississippi,12131
28113,Pike County,Mississippi,40014
28115,Pontotoc County,Mississippi,30897
28117,Prentiss County,Mississippi,25388
28119,Quitman County,Mississippi,7803
28121,Rankin County,Mississippi,146767
28123,Scott County,Mississippi,28273
28125,Sharkey County,Mississippi,4708
28127,Simpson County,Mississippi,27500
28129,Smith County,Mississippi,16225
28131,Stone County,Mississippi,18016
28133,Sunflower County,Mississippi,27997
28135,Tallahatchie County,Mississippi,15081
28137,Tate County,Mississippi,28373
28139,Tippah County,Mississippi,22084
28141,Tishomingo County,Mississippi,19529
28143,Tunica County,Mississippi,10560
28145,Union County,Mississippi,27754
28147,Walthall County,Mississippi,14931
28149,Warren County,Mississippi,48218
28151,Washington County,Mississippi,49688
28153,Wayne County,Mississippi,20539
28155,Webster County,Mississippi,9987
28157,Wilkinson County,Mississippi,9381
28159,Winston County,Mississippi,18788
28161,Yalobusha County,Mississippi,12373
28163,Yazoo County,Mississippi,27883
29001,Adair County,Missouri,25572
29003,Andrew County,Missouri,17445
29005,Atchison County,Missouri,5449
29007,Audrain County,Missouri,25661
29009,Barry County,Missouri,35572
29011,Barton County,Missouri,12275
29013,Bates County,Missouri,16550
29015,Benton County,Missouri,18932
29017,Bollinger County,Missouri,12490
29019,Boone County,Missouri,170773
29021,Buchanan County,Missouri,89631
29023,Butler County,Missouri,43083
29025,Caldwell County,Missouri,9097
29027,Callaway County,Missouri,44359
29029,Camden County,Missouri,43862
29031,Cape Girardeau County,Missouri,77320
29033,Carroll County,Missouri,9127
29035,Carter County,Missouri,6291
29037,Cass County,Missouri,100641
29039,Cedar County,Missouri,13913
29041,Chariton County,Missouri,7628
29043,Christian County,Missouri,80899
29045,Clark County,Missouri,6910
29047,Clay County,Missouri,230473
29049,Clinton County,Missouri,20571
29051,Cole County,Missouri,76699
29053,Cooper County,Missouri,17647
29055,Crawford County,Missouri,24543
29057,Dade County,Missouri,7578
29059,Dallas County,Missouri,16535
29061,Daviess County,Missouri,8294
29063,DeKalb County,Missouri,12840
29065,Dent County,Missouri,15730
29067,Douglas County,Missouri,13515
29069,Dunklin County,Missouri,31712
29071,Franklin County,Missouri,101816
29073,Gasconade County,Missouri,14901
29075,Gentry County,Missouri,6775
29077,Greene County,Missouri,283870
29079,Grundy County,Missouri,10355
29081,Harrison County,Missouri,8741
29083,Henry County,Missouri,22059
29085,Hickory County,Missouri,9305
29087,Holt County,Missouri,4568
29089,Howard County,Missouri,10257
29091,Howell County,Missouri,40393
29093,Iron County,Missouri,10344
29095,Jackson County,Missouri,679996
29097,Jasper County,Missouri,116398
29099,Jefferson County,Missouri,221396
29101,Johnson County,Missouri,54572
29103,Knox County,Missouri,4067
29105,Laclede County,Missouri,35667
29107,Lafayette County,Missouri,32943
29109,Lawrence County,Missouri,38185
29111,Lewis County,Missouri,10152
29113,Lincoln County,Missouri,53860
29115,Linn County,Missouri,12368
29117,Livingston County,Missouri,14871
29119,McDonald County,Missouri,22558
29121,Macon County,Missouri,15544
29123,Madison County,Missouri,12431
29125,Maries County,Missouri,9018
29127,Marion County,Missouri,28904
29129,Mercer County,Missouri,3695
29131,Miller County,Missouri,25092
29133,Mississippi County,Missouri,14282
29135,Moniteau County,Missouri,15748
29137,Monroe County,Missouri,8774
29139,Montgomery County,Missouri,11965
29141,Morgan County,Missouri,20265
29143,New Madrid County,Missouri,18365
29145,Newton County,Missouri,58845
29147,Nodaway County,Missouri,23261
29149,Oregon County,Missouri,10996
29151,Osage County,Missouri,13688
29153,Ozark County,Missouri,9560
29155,Pemiscot County,Missouri,17823
29157,Perry County,Missouri,19072
29159,Pettis County,Missouri,42205
29161,Phelps County,Missouri,44807
29163,Pike County,Missouri,18669
29165,Platte County,Missouri,93310
29167,Polk County,Missouri,30974
29169,Pulaski County,Missouri,53748
29171,Putnam County,Missouri,4875
29173,Ralls County,Missouri,10192
29175,Randolph County,Missouri,24940
29177,Ray County,Missouri,23039
29179,Reynolds County,Missouri,6599
29181,Ripley County,Missouri,14032
29183,St. Charles County,Missouri,373495
29185,St. Clair County,Missouri,9487
29186,Ste. Genevieve County,Missouri,17778
29187,St. Francois County,Missouri,66215
29189,St. Louis County,Missouri,1001444
29195,Saline County,Missouri,23252
29197,Schuyler County,Missouri,4358
29199,Scotland County,Missouri,4921
29201,Scott County,Missouri,39290
29203,Shannon County,Missouri,8297
29205,Shelby County,Missouri,6177
29207,Stoddard County,Missouri,29780
29209,Stone County,Missouri,31297
29211,Sullivan County,Missouri,6448
29213,Taney County,Missouri,53575
29215,Texas County,Missouri,25636
29217,Vernon County,Missouri,20949
29219,Warren County,Missouri,32999
29221,Washington County,Missouri,25172
29223,Wayne County,Missouri,13404
29225,Webster County,Missouri,36466
29227,Worth County,Missouri,2090
29229,Wright County,Missouri,18473
29510,"St. Louis, City of[18]",Missouri,318416
30001,Beaverhead County,Montana,9341
30003,Big Horn County,Montana,13042
30005,Blaine County,Montana,6604
30007,Broadwater County,Montana,5692
30009,Carbon County,Montana,10340
30011,Carter County,Montana,1174
30013,Cascade County,Montana,82384
30015,Chouteau County,Montana,5849
30017,Custer County,Montana,11951
30019,Daniels County,Montana,1791
30021,Dawson County,Montana,9445
30023,Deer Lodge County,Montana,9329
30025,Fallon County,Montana,3079
30027,Fergus County,Montana,11501
30029,Flathead County,Montana,93068
30031,Gallatin County,Montana,94720
30033,Garfield County,Montana,1290
30035,Glacier County,Montana,13739
30037,Golden Valley County,Montana,859
30039,Granite County,Montana,3138
30041,Hill County,Montana,16568
30043,Jefferson County,Montana,11512
30045,Judith Basin County,Montana,2016
30047,Lake County,Montana,29017
30049,Lewis and Clark County,Montana,65338
30051,Liberty County,Montana,2369
30053,Lincoln County,Montana,19460
30055,McCone County,Montana,1709
30057,Madison County,Montana,7712
30059,Meagher County,Montana,1937
30061,Mineral County,Montana,4275
30063,Missoula County,Montana,111807
30065,Musselshell County,Montana,4629
30067,Park County,Montana,15682
30069,Petroleum County,Montana,506
30071,Phillips County,Montana,4179
30073,Pondera County,Montana,6211
30075,Powder River County,Montana,1748
30077,Powell County,Montana,6993
30079,Prairie County,Montana,1179
30081,Ravalli County,Montana,40823
30083,Richland County,Montana,11214
30085,Roosevelt County,Montana,11125
30087,Rosebud County,Montana,9329
30089,Sanders County,Montana,11363
30091,Sheridan County,Montana,3668
30093,Silver Bow County,Montana,34523
30095,Stillwater County,Montana,9318
30097,Sweet Grass County,Montana,3669
30099,Teton County,Montana,6065
30101,Toole County,Montana,5138
30103,Treasure County,Montana,700
30105,Valley County,Montana,7630
30107,Wheatland County,Montana,2134
30109,Wibaux County,Montana,1121
30111,Yellowstone County,Montana,154162
31001,Adams County,Nebraska,31610
31003,Antelope County,Nebraska,6456
31005,Arthur County,Nebraska,458
31007,Banner County,Nebraska,759
31009,Blaine County,Nebraska,482
31011,Boone County,Nebraska,5388
31013,Box Butte County,Nebraska,11305
31015,Boyd County,Nebraska,2032
31017,Brown County,Nebraska,2926
31019,Buffalo County,Nebraska,47893
31021,Burt County,Nebraska,6574
31023,Butler County,Nebraska,8312
31025,Cass County,Nebraska,25357
31027,Cedar County,Nebraska,8711
31029,Chase County,Nebraska,4000
31031,Cherry County,Nebraska,5788
31033,Cheyenne County,Nebraska,10091
31035,Clay County,Nebraska,6392
31037,Colfax County,Nebraska,10425
31039,Cuming County,Nebraska,8996
31041,Custer County,Nebraska,10792
31043,Dakota County,Nebraska,20947
31045,Dawes County,Nebraska,9088
31047,Dawson County,Nebraska,24207
31049,Deuel County,Nebraska,1937
31051,Dixon County,Nebraska,5851
31053,Dodge County,Nebraska,36515
31055,Douglas County,Nebraska,537256
31057,Dundy County,Nebraska,1981
31059,Fillmore County,Nebraska,5698
31061,Franklin County,Nebraska,3085
31063,Frontier County,Nebraska,2709
31065,Furnas County,Nebraska,4865
31067,Gage County,Nebraska,21864
31069,Garden County,Nebraska,1902
31071,Garfield County,Nebraska,2035
31073,Gosper County,Nebraska,1972
31075,Grant County,Nebraska,633
31077,Greeley County,Nebraska,2494
31079,Hall County,Nebraska,60720
31081,Hamilton County,Nebraska,9112
31083,Harlan County,Nebraska,3513
31085,Hayes County,Nebraska,976
31087,Hitchcock County,Nebraska,2872
31089,Holt County,Nebraska,10449
31091,Hooker County,Nebraska,738
31093,Howard County,Nebraska,6355
31095,Jefferson County,Nebraska,7560
31097,Johnson County,Nebraska,5144
31099,Kearney County,Nebraska,6548
31101,Keith County,Nebraska,8130
31103,Keya Paha County,Nebraska,790
31105,Kimball County,Nebraska,3702
31107,Knox County,Nebraska,8565
31109,Lancaster County,Nebraska,297036
31111,Lincoln County,Nebraska,36051
31113,Logan County,Nebraska,763
31115,Loup County,Nebraska,576
31117,McPherson County,Nebraska,526
31119,Madison County,Nebraska,35278
31121,Merrick County,Nebraska,7802
31123,Morrill County,Nebraska,4908
31125,Nance County,Nebraska,3623
31127,Nemaha County,Nebraska,7157
31129,Nuckolls County,Nebraska,4413
31131,Otoe County,Nebraska,15752
31133,Pawnee County,Nebraska,2709
31135,Perkins County,Nebraska,2921
31137,Phelps County,Nebraska,9213
